,county,restaurant,id,lat,lng,city,category name,category plural name,category short name,price,rating
0,Alameda,Peet's Coffee & Tea,49c0397bf964a52055551fe3,37.841617,-122.293626,Emeryville,Coffee Shop,Coffee Shops,Coffee Shop,"{'tier': 2, 'message': 'Moderate', 'currency': '$'}",7.9
1,Alameda,Drake's Dealership,55a6eee8498e39b5dd60f45a,37.8128252267716,-122.26674184918737,Oakland,Beer Garden,Beer Gardens,Beer Garden,"{'tier': 2, 'message': 'Moderate', 'currency': '$'}",9.4
2,Alameda,Nyum Bai,5a8b2bf691eaca3c3cb196cc,37.77618320102944,-122.22431526439176,Oakland,Cambodian Restaurant,Cambodian Restaurants,Cambodian,,8.9
3,Alameda,Shan Dong,4a22d464f964a520927d1fe3,37.80050024323571,-122.27004558577991,Oakland,Chinese Restaurant,Chinese Restaurants,Chinese,"{'tier': 2, 'message': 'Moderate', 'currency': '$'}",9.0
4,Alameda,Xolo,4d8982c1b799a35d13059863,37.808422,-122.26973,Oakland,Mexican Restaurant,Mexican Restaurants,Mexican,"{'tier': 2, 'message': 'Moderate', 'currency': '$'}",8.5
5,Alameda,Blue Bottle Coffee,517aba92498ea18ae773f544,37.83113,-122.254186,Oakland,Coffee Shop,Coffee Shops,Coffee Shop,"{'tier': 1, 'message': 'Cheap', 'currency': '$'}",9.0
6,Alameda,La Christa's Cafe,541647bb498e05d0b8de232a,37.814602835818484,-122.26852632585704,Oakland,Southern / Soul Food Restaurant,Southern / Soul Food Restaurants,Southern / Soul,"{'tier': 1, 'message': 'Cheap', 'currency': '$'}",
7,Alameda,The Trappist,4792385cf964a520524d1fe3,37.800497559962956,-122.27420032024384,Oakland,Beer Bar,Beer Bars,Beer Bar,"{'tier': 2, 'message': 'Moderate', 'currency': '$'}",9.2
8,Alameda,Arthur Mac's Tap & Snack,58c978cc5eef1170c1c210ba,37.82979364966446,-122.26819187474287,Oakland,Beer Garden,Beer Gardens,Beer Garden,"{'tier': 1, 'message': 'Cheap', 'currency': '$'}",9.0
9,Alameda,Tierra Mia Coffee,52df0e4011d219aa8d0d0e11,37.80916405386587,-122.26823870068337,Oakland,Coffee Shop,Coffee Shops,Coffee Shop,"{'tier': 1, 'message': 'Cheap', 'currency': '$'}",7.7
10,Alameda,McDonald's,4b37d9caf964a520704725e3,37.8335255,-122.2629628,Oakland,Fast Food Restaurant,Fast Food Restaurants,Fast Food,"{'tier': 1, 'message': 'Cheap', 'currency': '$'}",5.8
11,Alameda,The Lake Chalet Seafood Bar & Grill,4ae27f53f964a520af8e21e3,37.80222845991472,-122.26162756511117,Oakland,Seafood Restaurant,Seafood Restaurants,Seafood,"{'tier': 3, 'message': 'Expensive', 'currency': '$'}",7.8
12,Alameda,Farley's East,4a5f41d5f964a52052bf1fe3,37.81140954675457,-122.2660780177822,Oakland,Coffee Shop,Coffee Shops,Coffee Shop,"{'tier': 1, 'message': 'Cheap', 'currency': '$'}",8.9
13,Alameda,IKEA Restaurant & Cafe,4fac1967e4b0077c44e78fc5,37.83115600662363,-122.29240212016042,Emeryville,Scandinavian Restaurant,Scandinavian Restaurants,Scandinavian,"{'tier': 1, 'message': 'Cheap', 'currency': '$'}",7.0
14,Alameda,In-N-Out Burger,5516cea6498ea63bf9695e68,37.78381641897224,-122.27714538574219,Alameda,Burger Joint,Burger Joints,Burgers,"{'tier': 1, 'message': 'Cheap', 'currency': '$'}",9.1
15,Alameda,Arizmendi Bakery,46aa908cf964a52063491fe3,37.81066647714583,-122.24481041159486,Oakland,Bakery,Bakeries,Bakery,"{'tier': 2, 'message': 'Moderate', 'currency': '$'}",9.4
16,Alameda,Cholita Linda,52fd936b498e9c816a9e42e0,37.83617413695148,-122.26278223600943,Oakland,Latin American Restaurant,Latin American Restaurants,Latin American,"{'tier': 2, 'message': 'Moderate', 'currency': '$'}",9.5
17,Alameda,Starbucks inside Safeway,5837303e424f937971aa57ba,37.785651501841315,-122.28083690789113,Alameda,Coffee Shop,Coffee Shops,Coffee Shop,"{'tier': 1, 'message': 'Cheap', 'currency': '$'}",
18,Alameda,Ramen Shop,50d675d1e4b047bb04184422,37.846331278077486,-122.2519192995559,Oakland,Ramen Restaurant,Ramen Restaurants,Ramen,"{'tier': 2, 'message': 'Moderate', 'currency': '$'}",8.8
19,Alameda,Belcampo,5b36e60afd16bb002c98d6b2,37.794059563187616,-122.27494630825116,Oakland,American Restaurant,American Restaurants,American,"{'tier': 2, 'message': 'Moderate', 'currency': '$'}",7.3
20,Alameda,Farmhouse Kitchen,5b5779006dcf04002cf4c679,37.7940883491769,-122.27542072604021,Oakland,Thai Restaurant,Thai Restaurants,Thai,"{'tier': 2, 'message': 'Moderate', 'currency': '$'}",8.3
21,Alameda,Dyafa,5acf77430457b720f25edff3,37.79364247174332,-122.27444707712422,Oakland,Middle Eastern Restaurant,Middle Eastern Restaurants,Middle Eastern,"{'tier': 2, 'message': 'Moderate', 'currency': '$'}",8.5
22,Alameda,Blind Tiger,56d64679498e3ed8bc19624b,37.81584825769534,-122.26768968277607,Oakland,Asian Restaurant,Asian Restaurants,Asian,"{'tier': 3, 'message': 'Expensive', 'currency': '$'}",8.9
23,Alameda,Gogi Time,51e748ab7dd2b94b6f5762db,37.81563744613821,-122.26792576686564,Oakland,Korean Restaurant,Korean Restaurants,Korean,"{'tier': 2, 'message': 'Moderate', 'currency': '$'}",8.1
24,Alameda,Lungomare,5111d971e4b030dc42b2e7c8,37.79477651594031,-122.27740827691646,Oakland,Italian Restaurant,Italian Restaurants,Italian,"{'tier': 2, 'message': 'Moderate', 'currency': '$'}",7.6
25,Alameda,Angel Cakes,56f704f9498ee4cd037619b6,37.80076132189942,-122.28208977585737,Oakland,Bakery,Bakeries,Bakery,"{'tier': 1, 'message': 'Cheap', 'currency': '$'}",
26,Alameda,Mua Oakland Bar & Restaurant,4a18358cf964a5208e791fe3,37.81410757834559,-122.26433198353656,Oakland,American Restaurant,American Restaurants,American,"{'tier': 2, 'message': 'Moderate', 'currency': '$'}",9.0
27,Alameda,Telegraph Bar and Beer Garden,50709df7e4b0c9f5cfd97f4a,37.81285542879667,-122.26856564669941,Oakland,Beer Garden,Beer Gardens,Beer Garden,"{'tier': 2, 'message': 'Moderate', 'currency': '$'}",9.0
28,Alameda,Donut Savant,4fac1f72e4b054e6d929c5ba,37.80830943995559,-122.26861057572039,Oakland,Donut Shop,Donut Shops,Donuts,"{'tier': 1, 'message': 'Cheap', 'currency': '$'}",8.7
29,Alameda,Bicycle Coffee Co.,528fd62711d29c24ebb52051,37.79543378073442,-122.27430314199263,Oakland,Coffee Shop,Coffee Shops,Coffee Shop,"{'tier': 1, 'message': 'Cheap', 'currency': '$'}",8.8
30,Alameda,Marufuku Ramen,5a97715c037be11099fd3834,37.83510638627532,-122.26276888233988,Oakland,Ramen Restaurant,Ramen Restaurants,Ramen,,8.3
31,Alameda,Chow Oakland,5a851035e2d4aa547736d59c,37.823650505611155,-122.25594978886163,Oakland,Restaurant,Restaurants,Restaurant,"{'tier': 2, 'message': 'Moderate', 'currency': '$'}",8.0
32,Alameda,IKEA Swedish Food Market,4fc5517ee4b013c9bb895fe4,37.83146629356369,-122.29235304146692,Emeryville,Scandinavian Restaurant,Scandinavian Restaurants,Scandinavian,"{'tier': 2, 'message': 'Moderate', 'currency': '$'}",7.4
33,Alameda,Burma Superstar,49f7e4d7f964a520e96c1fe3,37.83474769071598,-122.26309354853059,Oakland,Burmese Restaurant,Burmese Restaurants,Burmese,"{'tier': 2, 'message': 'Moderate', 'currency': '$'}",9.1
34,Alameda,Homeroom,4d3251acb6093704a5e3f5df,37.82850266429037,-122.2599524082852,Oakland,Mac & Cheese Joint,Mac & Cheese Joints,Mac & Cheese,"{'tier': 2, 'message': 'Moderate', 'currency': '$'}",9.1
35,Alameda,Public Market Emeryville,43027e00f964a5200c271fe3,37.84132859018417,-122.29387012691633,Emeryville,Food Court,Food Courts,Food Court,,7.0
36,Alameda,Fentons Creamery & Restaurant,463c53f3f964a5202d461fe3,37.8279973189658,-122.250095307827,Oakland,Ice Cream Shop,Ice Cream Shops,Ice Cream,"{'tier': 2, 'message': 'Moderate', 'currency': '$'}",9.1
37,Alameda,Starbucks,4abe4a8df964a520778c20e3,37.779587,-122.275665,Alameda,Coffee Shop,Coffee Shops,Coffee Shop,"{'tier': 2, 'message': 'Moderate', 'currency': '$'}",6.0
38,Alameda,Philz Coffee,550a2592498e39ec12b5721b,37.850215,-122.252257,Oakland,Coffee Shop,Coffee Shops,Coffee Shop,"{'tier': 1, 'message': 'Cheap', 'currency': '$'}",8.8
39,Alameda,Grand Lake Kitchen,509ffff5067d4e701338c501,37.8093162503602,-122.24994020410011,Oakland,Breakfast Spot,Breakfast Spots,Breakfast,"{'tier': 2, 'message': 'Moderate', 'currency': '$'}",8.8
40,Alameda,Highwire Coffee Roasters,463cff1df964a5203b461fe3,37.843758109371485,-122.25174143431809,Oakland,Coffee Shop,Coffee Shops,Coffee Shop,"{'tier': 1, 'message': 'Cheap', 'currency': '$'}",8.6
41,Alameda,Autobahn Cafe,4b99473af964a520b46f35e3,37.79913870471915,-122.27808014404962,Oakland,Café,Cafés,Café,"{'tier': 1, 'message': 'Cheap', 'currency': '$'}",8.4
42,Alameda,Beauty's Bagel Shop,4f6527c1e4b02cbb7fbc9e98,37.82783115240899,-122.26472891128223,Oakland,Bagel Shop,Bagel Shops,Bagels,"{'tier': 1, 'message': 'Cheap', 'currency': '$'}",9.3
43,Alpine,Alps House Cafe,59c963796f0aa23f35ab2cef,38.694819,-119.780011,Markleeville,Café,Cafés,Café,"{'tier': 1, 'message': 'Cheap', 'currency': '$'}",
44,Alpine,The Deli,4c436cc274ffc928453074cc,38.69453723240906,-119.78243734574072,Markleeville,Sandwich Place,Sandwich Places,Sandwiches,"{'tier': 1, 'message': 'Cheap', 'currency': '$'}",
45,Alpine,Stonefly,51c87cb2498ed5c61e8d8fad,38.69339413534515,-119.78243734574072,Markleeville,American Restaurant,American Restaurants,American,"{'tier': 2, 'message': 'Moderate', 'currency': '$'}",
46,Alpine,Wolf Creek Restaurant,4c41ddcfda3dc928fa84c9b9,38.694821,-119.780515,Markleeville,American Restaurant,American Restaurants,American,"{'tier': 2, 'message': 'Moderate', 'currency': '$'}",
47,Alpine,Markleeville Toll Station,51dc8292498e2c9142a48ec4,38.693390726386184,-119.78346066709062,Markleeville,Diner,Diners,Diner,"{'tier': 1, 'message': 'Cheap', 'currency': '$'}",
48,Amador,Mother Lode Market & Deli,4b452d32f964a520200726e3,38.34870118447223,-120.77395099015345,Jackson,Sandwich Place,Sandwich Places,Sandwiches,"{'tier': 1, 'message': 'Cheap', 'currency': '$'}",
49,Amador,Rosebud's Cafe,4f773ea6e4b0e91fa6be006d,38.348472893776425,-120.77382437327948,Jackson,Café,Cafés,Café,"{'tier': 1, 'message': 'Cheap', 'currency': '$'}",8.1
50,Amador,Mel & Fayes Diner,4b6f73a9f964a5201df12ce3,38.34819637883019,-120.77537655830383,Jackson,Burger Joint,Burger Joints,Burgers,"{'tier': 2, 'message': 'Moderate', 'currency': '$'}",8.4
51,Amador,Caffe Tazza and Antiques,4f321c3619836c91c7b6e688,38.350213,-120.774886,Jackson,Food,Food,Food,,
52,Amador,Vinciguerra Ravioli Company,4e4c9ea0bd413c4cc66ac7e5,38.351152217638926,-120.77585315989187,Jackson,Italian Restaurant,Italian Restaurants,Italian,"{'tier': 2, 'message': 'Moderate', 'currency': '$'}",
53,Amador,Denny's,4bbe928a4e7bd13aaf439b7f,38.3461194,-120.7711223,Jackson,Diner,Diners,Diner,"{'tier': 1, 'message': 'Cheap', 'currency': '$'}",5.8
54,Amador,paisanos pizzeria,539a0c04498e6ead0c59b240,38.343576,-120.76982,Jackson,Pizza Place,Pizza Places,Pizza,"{'tier': 1, 'message': 'Cheap', 'currency': '$'}",
55,Amador,KFC,4bf35a8b6a31d13a809f942e,38.343534,-120.769011,Jackson,Fast Food Restaurant,Fast Food Restaurants,Fast Food,"{'tier': 1, 'message': 'Cheap', 'currency': '$'}",5.5
56,Amador,Subway,4c2a55da57a9c9b6bc53f467,38.36249368,-120.802679,Jackson,Sandwich Place,Sandwich Places,Sandwiches,"{'tier': 1, 'message': 'Cheap', 'currency': '$'}",6.6
57,Amador,Cocina Michoacana,58a5ffd84287c9458c02b38b,38.343072,-120.769301,Jackson,Mexican Restaurant,Mexican Restaurants,Mexican,"{'tier': 2, 'message': 'Moderate', 'currency': '$'}",
58,Amador,Strings Italian Cafe,4bd25930b221c9b68c9bd7d0,38.36285435535087,-120.8025243166812,Jackson,Italian Restaurant,Italian Restaurants,Italian,"{'tier': 2, 'message': 'Moderate', 'currency': '$'}",7.7
59,Amador,Margaret's Cafe & Bakery,50a54bfbe4b0bf59ea75e353,38.38623680058925,-120.73340372103726,Jackson,Café,Cafés,Café,"{'tier': 1, 'message': 'Cheap', 'currency': '$'}",
60,Amador,Jackson Rancheria Buffet,4fdc0179e4b057598ae2ac71,38.38670821324278,-120.73399285003102,Jackson,Buffet,Buffets,Buffet,,5.5
61,Amador,Dickey's Barbecue Pit,51214260e4b02b37b08347d0,38.369571685791016,-120.79923248291016,Jackson,BBQ Joint,BBQ Joints,BBQ,"{'tier': 2, 'message': 'Moderate', 'currency': '$'}",7.3
62,Amador,Panda House,4c3e476a83a3a59361e2ed33,38.36548,-120.798294,Jackson,Chinese Restaurant,Chinese Restaurants,Chinese,"{'tier': 1, 'message': 'Cheap', 'currency': '$'}",
63,Amador,Highway House Restaurant,5898a9f3f595726e5161399b,38.341783,-120.766391,Jackson,Café,Cafés,Café,"{'tier': 1, 'message': 'Cheap', 'currency': '$'}",
64,Amador,El Torero,4c0aeec9ffb8c9b66a846c61,38.36184496080689,-120.80240769440884,Jackson,Mexican Restaurant,Mexican Restaurants,Mexican,"{'tier': 1, 'message': 'Cheap', 'currency': '$'}",7.6
65,Amador,Taco Bell,4b8a085cf964a520935c32e3,38.342841120174505,-120.7679035567654,Jackson,Fast Food Restaurant,Fast Food Restaurants,Fast Food,"{'tier': 1, 'message': 'Cheap', 'currency': '$'}",6.0
66,Amador,McDonald's,4be97e259a54a59365200b11,38.37100136746083,-120.79827270937813,Jackson,Fast Food Restaurant,Fast Food Restaurants,Fast Food,"{'tier': 1, 'message': 'Cheap', 'currency': '$'}",6.4
67,Amador,Burger King,4c26630c5c5ca593611646fe,38.362533706659526,-120.80296173691744,Jackson,Fast Food Restaurant,Fast Food Restaurants,Fast Food,"{'tier': 1, 'message': 'Cheap', 'currency': '$'}",6.2
68,Amador,ampm,5afe3016e679bc002c95ed2e,38.3672,-120.79641,Jackson,Snack Place,Snack Places,Snacks,"{'tier': 1, 'message': 'Cheap', 'currency': '$'}",
69,Amador,Wing Dingers,58f956bc75a6ea21542230e2,38.340984,-120.765618,Jackson,Wings Joint,Wings Joints,Wings,"{'tier': 1, 'message': 'Cheap', 'currency': '$'}",
70,Amador,Jose's,4e4c9eb9bd413c4cc66ac8bf,38.342062194650644,-120.76682460829679,Jackson,Mexican Restaurant,Mexican Restaurants,Mexican,"{'tier': 2, 'message': 'Moderate', 'currency': '$'}",
71,Amador,TOGO'S Sandwiches,55ad442e498e00ffe0738edc,38.369366,-120.800863,Jackson,Sandwich Place,Sandwich Places,Sandwiches,"{'tier': 1, 'message': 'Cheap', 'currency': '$'}",7.2
72,Amador,Jack In The Box,4ecb3510722efb00f80e5b78,38.37075333906229,-120.79912572278232,Jackson,Fast Food Restaurant,Fast Food Restaurants,Fast Food,"{'tier': 1, 'message': 'Cheap', 'currency': '$'}",
73,Amador,Pacific Grill,507b9a50e4b027ceded65d9e,38.38646279672279,-120.73407166543691,Jackson,Asian Restaurant,Asian Restaurants,Asian,"{'tier': 2, 'message': 'Moderate', 'currency': '$'}",
74,Amador,Fisherman's Wharf Buffet,54029a71498ea2d8e5756216,38.386764988568274,-120.73407636347196,Jackson,Buffet,Buffets,Buffet,,7.3
75,Amador,Java Drive,4d6bdc3c8e10224b3dba4db6,38.365256,-120.790328,,Coffee Shop,Coffee Shops,Coffee Shop,"{'tier': 1, 'message': 'Cheap', 'currency': '$'}",
76,Amador,Jose's Mexican Restaurant,4c08408d7e3fc928b010f082,38.341888916637686,-120.76687497476333,Jackson,Mexican Restaurant,Mexican Restaurants,Mexican,"{'tier': 2, 'message': 'Moderate', 'currency': '$'}",6.6
77,Amador,Carl's Jr.,55777432498ef2315d287a56,38.37038932945031,-120.80017479266996,,Fast Food Restaurant,Fast Food Restaurants,Fast Food,"{'tier': 1, 'message': 'Cheap', 'currency': '$'}",6.1
78,Amador,Baskin-Robbins,4b9e46a8f964a520aed636e3,38.362366,-120.802649,Jackson,Ice Cream Shop,Ice Cream Shops,Ice Cream,"{'tier': 1, 'message': 'Cheap', 'currency': '$'}",6.7
79,Amador,Round Table Pizza,4c520f66250dd13a82363b7e,38.36957986272558,-120.79973101615904,Jackson,Pizza Place,Pizza Places,Pizza,"{'tier': 1, 'message': 'Cheap', 'currency': '$'}",6.5
80,Amador,Golden Wok,4bc5126e6c26b7133fe3eaf3,38.362795,-120.801028,Jackson,Chinese Restaurant,Chinese Restaurants,Chinese,"{'tier': 1, 'message': 'Cheap', 'currency': '$'}",
81,Amador,Jobo's Junction,51e225d6498ec07b5c0e936a,38.38665,-120.734099,Jackson,Coffee Shop,Coffee Shops,Coffee Shop,"{'tier': 1, 'message': 'Cheap', 'currency': '$'}",
82,Amador,Perko's Cafe,4b5d011df964a520894e29e3,38.36347608927427,-120.80138093154717,Jackson,Breakfast Spot,Breakfast Spots,Breakfast,"{'tier': 1, 'message': 'Cheap', 'currency': '$'}",7.2
83,Amador,Lone Wolf Restaurant & Lounge,4e4ca850bd413c4cc66b1877,38.38701508564695,-120.73427373194488,Jackson,Steakhouse,Steakhouses,Steakhouse,"{'tier': 3, 'message': 'Expensive', 'currency': '$'}",
84,Amador,Teresa's Place,4c90208d590ab1f718fce47d,38.36582639198806,-120.77488805086715,Jackson,Italian Restaurant,Italian Restaurants,Italian,"{'tier': 4, 'message': 'Very Expensive', 'currency': '$'}",7.8
85,Amador,Starbucks,4b7897aff964a52001d92ee3,38.368238,-120.799987,Jackson,Coffee Shop,Coffee Shops,Coffee Shop,"{'tier': 2, 'message': 'Moderate', 'currency': '$'}",7.7
86,Amador,Jamba Juice,4c41e5b5e26920a1a1265fe7,38.369438,-120.799189,Jackson,Juice Bar,Juice Bars,Juice Bar,"{'tier': 1, 'message': 'Cheap', 'currency': '$'}",6.9
87,Amador,Star Donuts,4bfaf34dcb2ca593c0f882b3,38.34316641704096,-120.76932169417424,Jackson,Donut Shop,Donut Shops,Donuts,"{'tier': 1, 'message': 'Cheap', 'currency': '$'}",
88,Amador,Agave,4c3774161e06d13af0f7753e,38.351216810504816,-120.77527521759873,Jackson,Mexican Restaurant,Mexican Restaurants,Mexican,"{'tier': 1, 'message': 'Cheap', 'currency': '$'}",
89,Amador,Bonanza Bar & Grill,4e4c9e9ebd413c4cc66ac7d6,38.356657,-120.777393,Jackson,American Restaurant,American Restaurants,American,"{'tier': 2, 'message': 'Moderate', 'currency': '$'}",
90,Amador,Ilha Dos Sabores,4f2ab184e4b05997ed4e6345,38.342238,-120.764789,São Luis,Brazilian Restaurant,Brazilian Restaurants,Brazilian,"{'tier': 2, 'message': 'Moderate', 'currency': '$'}",
91,Amador,Papa Murphy's,4c3fbf43ff711b8d96760f05,38.33996001879794,-120.76726791484954,Jackson,Pizza Place,Pizza Places,Pizza,"{'tier': 1, 'message': 'Cheap', 'currency': '$'}",6.8
92,Amador,Mountain Mike's Pizza,4bce43eaef10952142e08386,38.362160402136126,-120.80197870731354,Jackson,Pizza Place,Pizza Places,Pizza,"{'tier': 1, 'message': 'Cheap', 'currency': '$'}",
93,Amador,"Chatter Box ""Again""",581fc1ab0bf6c66513a8b818,38.371111861140825,-120.79990804195404,Jackson,Restaurant,Restaurants,Restaurant,"{'tier': 2, 'message': 'Moderate', 'currency': '$'}",
94,Amador,Cavana's Deli,53ebcd84498ee86ebe096d0b,38.37114562614762,-120.79957452382301,Sutter Creek,Deli / Bodega,Delis / Bodegas,Deli / Bodega,"{'tier': 1, 'message': 'Cheap', 'currency': '$'}",
95,Amador,Dickeys Barbecue Pit,595a205cf79faa6187e8ae21,38.3695551,-120.7991863,Jackson,Restaurant,Restaurants,Restaurant,"{'tier': 2, 'message': 'Moderate', 'currency': '$'}",
96,Amador,Buscaglias Ristorante,4f3258a119836c91c7ceb2e5,38.36601,-120.774623,Jackson,Italian Restaurant,Italian Restaurants,Italian,"{'tier': 2, 'message': 'Moderate', 'currency': '$'}",
97,Butte,Pho Noodle House,4c783b66bd346dcb2477f1ef,39.512929916381836,-121.55629,Oroville,Asian Restaurant,Asian Restaurants,Asian,"{'tier': 1, 'message': 'Cheap', 'currency': '$'}",
98,Butte,The Exchange,5997a19103369346216c191c,39.51385,-121.55579,Oroville,Gastropub,Gastropubs,Gastropub,"{'tier': 3, 'message': 'Expensive', 'currency': '$'}",
99,Butte,The Bend,4fac985e00394dfeacb93984,39.513559928733734,-121.555073261261,Oroville,Cupcake Shop,Cupcake Shops,Cupcakes,"{'tier': 2, 'message': 'Moderate', 'currency': '$'}",
100,Butte,Nori Asian Kitchen & Grill,5adbd68dd7627e09fe1ff621,39.513077,-121.55467,Oroville,Restaurant,Restaurants,Restaurant,"{'tier': 2, 'message': 'Moderate', 'currency': '$'}",
101,Butte,Casa Vieja,4c1817031436a593efde8c75,39.51156715260754,-121.55547264888646,Oroville,Mexican Restaurant,Mexican Restaurants,Mexican,"{'tier': 1, 'message': 'Cheap', 'currency': '$'}",6.7
102,Butte,Tong Fong Low,4bc10e24b492d13a4677a560,39.51247259249275,-121.55397024267923,Oroville,Asian Restaurant,Asian Restaurants,Asian,"{'tier': 1, 'message': 'Cheap', 'currency': '$'}",7.7
103,Butte,Little Ceasars,4d98c7f2af3d236ad39a44c7,39.50560374,-121.54834014,Oroville,Pizza Place,Pizza Places,Pizza,"{'tier': 1, 'message': 'Cheap', 'currency': '$'}",6.5
104,Butte,Applebee's Grill + Bar,4c8d2887f0ce236a9e901eef,39.50157328,-121.5714733,Oroville,Restaurant,Restaurants,Restaurant,"{'tier': 2, 'message': 'Moderate', 'currency': '$'}",6.5
105,Butte,Wendy's,4bfecaba4e5d0f47d52b7d1f,39.4976037,-121.5722872,Oroville,Fast Food Restaurant,Fast Food Restaurants,Fast Food,"{'tier': 1, 'message': 'Cheap', 'currency': '$'}",6.4
106,Butte,Celestinos New York Pizza,4c153969a1010f477fb14d18,39.505562320141685,-121.54501455701065,Oroville,Pizza Place,Pizza Places,Pizza,"{'tier': 1, 'message': 'Cheap', 'currency': '$'}",8.5
107,Butte,The Patio,57942a10498ee9590bb2c94f,39.505675,-121.547811,Oroville,American Restaurant,American Restaurants,American,"{'tier': 2, 'message': 'Moderate', 'currency': '$'}",
108,Butte,The Hofbrau,4f63b7e0e4b09987d0aac97e,39.52236481522511,-121.5560746847452,Oroville,Restaurant,Restaurants,Restaurant,"{'tier': 2, 'message': 'Moderate', 'currency': '$'}",
109,Butte,The Boss,4cb89de97148f04dc662d1ab,39.51612745,-121.550026,Oroville,Burger Joint,Burger Joints,Burgers,"{'tier': 1, 'message': 'Cheap', 'currency': '$'}",7.5
110,Butte,Taco Bell,4c2f8e8c16adc928e3c5bd9c,39.494453944025025,-121.57281875610352,Oroville,Fast Food Restaurant,Fast Food Restaurants,Fast Food,"{'tier': 1, 'message': 'Cheap', 'currency': '$'}",5.7
111,Butte,Bulldog Express,5a032c628b98fd3043b6de05,39.501073,-121.571055,Oroville,Comfort Food Restaurant,Comfort Food Restaurants,Comfort Food,,
112,Butte,Round Table Pizza,4d2d0d1bf728b60c769e97fd,39.50225472450256,-121.56263709068298,Oroville,Pizza Place,Pizza Places,Pizza,"{'tier': 1, 'message': 'Cheap', 'currency': '$'}",6.4
113,Butte,YoVille,4e1baf366284102ec1969d83,39.50600224420314,-121.54537692693972,Oroville,Ice Cream Shop,Ice Cream Shops,Ice Cream,"{'tier': 1, 'message': 'Cheap', 'currency': '$'}",
114,Butte,Jenn's Cafe,5207c3e311d2e037aca49d24,39.505897,-121.552287,Oroville,American Restaurant,American Restaurants,American,"{'tier': 2, 'message': 'Moderate', 'currency': '$'}",
115,Butte,Papacitos,4ced71fa7b943704b0042753,39.50294126061693,-121.55381667422895,Oroville,Mexican Restaurant,Mexican Restaurants,Mexican,"{'tier': 1, 'message': 'Cheap', 'currency': '$'}",7.4
116,Butte,Fosters Freeze,4d61a3bee4fe5481fef28d9e,39.500368,-121.564377,Oroville,Burger Joint,Burger Joints,Burgers,"{'tier': 1, 'message': 'Cheap', 'currency': '$'}",
117,Butte,Carl's Jr,5ba667d04c954c002c5f5fa2,39.504547,-121.54233,Oroville,Fast Food Restaurant,Fast Food Restaurants,Fast Food,"{'tier': 1, 'message': 'Cheap', 'currency': '$'}",
118,Butte,7-Eleven,4cd85dd58f949eb0ad2975ae,39.477017,-121.547551,Oroville,Convenience Store,Convenience Stores,Convenience Store,,6.7
119,Butte,The Good Earth Coffee & Tea,4bafaf98f964a52085173ce3,39.50054720461168,-121.56391630764472,Oroville,Coffee Shop,Coffee Shops,Coffee Shop,"{'tier': 1, 'message': 'Cheap', 'currency': '$'}",6.5
120,Butte,Denny's,4bae76b8f964a520a5b53be3,39.506080713061266,-121.54727464171975,Oroville,Diner,Diners,Diner,"{'tier': 1, 'message': 'Cheap', 'currency': '$'}",6.2
121,Butte,24 Hour Cafe at Gold Country Casino,4f94889b77161f6f7e9b8838,39.50454958770672,-121.50554839709788,Oroville,Café,Cafés,Café,"{'tier': 1, 'message': 'Cheap', 'currency': '$'}",
122,Butte,SONIC Drive-In,4d93dc458deb8cfa3bf033c0,39.4987923116662,-121.569183029396,Oroville,Fast Food Restaurant,Fast Food Restaurants,Fast Food,"{'tier': 1, 'message': 'Cheap', 'currency': '$'}",7.2
123,Butte,Panda Express,576c8f39498e95e8e3e1840d,39.498413,-121.569954,Oroville,Chinese Restaurant,Chinese Restaurants,Chinese,"{'tier': 1, 'message': 'Cheap', 'currency': '$'}",6.8
124,Butte,Mike's Grande Burger,4c16ab7874fb20a191785012,39.5029388719954,-121.53990223118528,Oroville,Mexican Restaurant,Mexican Restaurants,Mexican,"{'tier': 1, 'message': 'Cheap', 'currency': '$'}",7.8
125,Butte,Los Comprades,4cd7112089eb6dcbf123331e,39.49772924,-121.58326487,Oroville,Mexican Restaurant,Mexican Restaurants,Mexican,"{'tier': 1, 'message': 'Cheap', 'currency': '$'}",
126,Butte,Collin's And Denny,4cb8b911035d236aeb5ecf4e,39.52018547732635,-121.57445754758741,Oroville,Deli / Bodega,Delis / Bodegas,Deli / Bodega,"{'tier': 1, 'message': 'Cheap', 'currency': '$'}",
127,Butte,Quickly,5681f376498edeed7f7d20da,39.502208,-121.562584,Oroville,Asian Restaurant,Asian Restaurants,Asian,"{'tier': 2, 'message': 'Moderate', 'currency': '$'}",
128,Butte,Shakey's Pizza Parlor,4be722c52457a593eb97ad15,39.502910031150115,-121.5401679811135,Oroville,Pizza Place,Pizza Places,Pizza,"{'tier': 1, 'message': 'Cheap', 'currency': '$'}",7.4
129,Butte,Starbucks,5762b81b498e24ee52facdca,39.498482871672856,-121.5697280593137,Oroville,Coffee Shop,Coffee Shops,Coffee Shop,"{'tier': 1, 'message': 'Cheap', 'currency': '$'}",8.3
130,Butte,Jake's burgers And More,4bd8bff535aad13a4f3191f3,39.50307785,-121.553488,Oroville,Burger Joint,Burger Joints,Burgers,"{'tier': 1, 'message': 'Cheap', 'currency': '$'}",7.7
