,county,restaurant,id,lat,lng,city,category name,category plural name,category short name,price,rating
354,Fresno,Dutch Bros. Coffee,4b61d17df964a520e9242ae3,36.79201083064268,-119.724095530629,Fresno,Coffee Shop,Coffee Shops,Coffee Shop,"{'tier': 1, 'message': 'Cheap', 'currency': '$'}",8.8
355,Fresno,Jack in the Box,4c80df95e602b1f7e9098d7a,36.742918921898394,-119.77189882928604,Fresno,Fast Food Restaurant,Fast Food Restaurants,Fast Food,"{'tier': 1, 'message': 'Cheap', 'currency': '$'}",6.4
356,Fresno,Kocky's Bar & Grill,4e403a07c65b4ec27606358d,36.737154273375666,-119.79197008366202,Fresno,Sports Bar,Sports Bars,Sports Bar,"{'tier': 2, 'message': 'Moderate', 'currency': '$'}",7.8
357,Fresno,Bobby Salazar's Taqueria,4b9324fef964a5209d3734e3,36.75783074874292,-119.8029026141104,Fresno,Mexican Restaurant,Mexican Restaurants,Mexican,"{'tier': 2, 'message': 'Moderate', 'currency': '$'}",7.1
358,Fresno,Popeyes,59d9af488a6f170c2f90c8f0,36.77793,-119.790184,Fresno,Fried Chicken Joint,Fried Chicken Joints,Fried Chicken,"{'tier': 1, 'message': 'Cheap', 'currency': '$'}",
359,Fresno,Wingstop,5ae4d167a30619002cdefb58,36.742414,-119.770156,Fresno,Wings Joint,Wings Joints,Wings,"{'tier': 1, 'message': 'Cheap', 'currency': '$'}",7.0
360,Fresno,IHOP,4b4f3510f964a5204ffd26e3,36.7412763806087,-119.77947656310141,Fresno,Breakfast Spot,Breakfast Spots,Breakfast,"{'tier': 1, 'message': 'Cheap', 'currency': '$'}",6.0
361,Fresno,Vallarta Supermarket,4bd1c3aa9854d13a001ffa4d,36.729742144779394,-119.73486980843542,Fresno,Grocery Store,Grocery Stores,Grocery Store,,7.0
362,Fresno,Java Shop,510d66d2e4b01d3aef08282c,36.732544,-119.783893,Fresno,Coffee Shop,Coffee Shops,Coffee Shop,"{'tier': 1, 'message': 'Cheap', 'currency': '$'}",
363,Fresno,Taco Bell,4bb8e3e17421a593fe3bc240,36.7356629344917,-119.72892464571669,Fresno,Fast Food Restaurant,Fast Food Restaurants,Fast Food,"{'tier': 1, 'message': 'Cheap', 'currency': '$'}",6.4
364,Fresno,Los Panchos,4be44eea910020a16d85d114,36.73410984492126,-119.79000640330331,Fresno,Mexican Restaurant,Mexican Restaurants,Mexican,"{'tier': 1, 'message': 'Cheap', 'currency': '$'}",
365,Fresno,"Tacos, Tijuana",4b7d98a9f964a520e3c82fe3,36.750285340184405,-119.75493402386837,Fresno,Taco Place,Taco Places,Tacos,"{'tier': 2, 'message': 'Moderate', 'currency': '$'}",7.6
366,Fresno,Fresno City College Cafeteria,4f16fb6ee4b047204a3eae81,36.767682718812885,-119.79732675702226,Fresno,Food Court,Food Courts,Food Court,,
367,Fresno,Chopsticks,4c64ac393f69c9b6086889d9,36.757968,-119.7371631860733,Fresno,Chinese Restaurant,Chinese Restaurants,Chinese,"{'tier': 2, 'message': 'Moderate', 'currency': '$'}",
368,Fresno,McDonald's,4b82eefcf964a52009ee30e3,36.786457145972946,-119.75547932088375,Fresno,Fast Food Restaurant,Fast Food Restaurants,Fast Food,"{'tier': 1, 'message': 'Cheap', 'currency': '$'}",6.1
369,Fresno,El Pollo Loco,4c1fb4ef63750f473c8cbb67,36.736251,-119.733408,Fresno,Fast Food Restaurant,Fast Food Restaurants,Fast Food,"{'tier': 1, 'message': 'Cheap', 'currency': '$'}",6.9
370,Fresno,Robertito's Taco Shop,52a7fd9f11d2ca4f9d124297,36.70717686824182,-119.77779418377473,Fresno,Burrito Place,Burrito Places,Burritos,"{'tier': 1, 'message': 'Cheap', 'currency': '$'}",
371,Fresno,Baskin-Robbins,4bad7d57f964a520e7553be3,36.77925159015043,-119.80847033448444,Fresno,Ice Cream Shop,Ice Cream Shops,Ice Cream,"{'tier': 1, 'message': 'Cheap', 'currency': '$'}",7.4
372,Fresno,Sam's Italian Deli & Market,4b47140df964a520202b26e3,36.77260205860629,-119.77281021730359,Fresno,Grocery Store,Grocery Stores,Grocery Store,,8.7
373,Fresno,Ampersand Ice Cream,556a9791498e6c30a791de7c,36.76837809998139,-119.80404369980431,Fresno,Ice Cream Shop,Ice Cream Shops,Ice Cream,"{'tier': 1, 'message': 'Cheap', 'currency': '$'}",9.4
374,Fresno,Popeyes Louisiana Kitchen,574bb7cd498ec64085af3366,36.736298,-119.7178,Fresno,Fried Chicken Joint,Fried Chicken Joints,Fried Chicken,"{'tier': 1, 'message': 'Cheap', 'currency': '$'}",6.7
375,Fresno,Hi-Top Coffee,59ba9590a0215b132ca7217b,36.759264,-119.801112,Fresno,Coffee Shop,Coffee Shops,Coffee Shop,"{'tier': 1, 'message': 'Cheap', 'currency': '$'}",
376,Fresno,Fresh Pretzels,5bb8f4dbc03635002c830fb4,36.731484,-119.74982,Fresno,Snack Place,Snack Places,Snacks,,
377,Fresno,Mark's Kitchen,4ec439cfb6340064feeb347c,36.75024243020301,-119.73545258944101,Fresno,Asian Restaurant,Asian Restaurants,Asian,"{'tier': 1, 'message': 'Cheap', 'currency': '$'}",
378,Fresno,The Habit Burger Grill,59239c25f427de280f9f1758,36.781186,-119.789743,Fresno,Burger Joint,Burger Joints,Burgers,"{'tier': 1, 'message': 'Cheap', 'currency': '$'}",
379,Fresno,yem kabob restaurant,55e20507498ed5c5080d62ce,36.79103189753968,-119.79003009782302,Fresno,Halal Restaurant,Halal Restaurants,Halal,,
380,Fresno,Lola's Ricos Tacos,4c868f1fd4e23704ba598c88,36.735665356155586,-119.75663152769208,Fresno,Mexican Restaurant,Mexican Restaurants,Mexican,"{'tier': 1, 'message': 'Cheap', 'currency': '$'}",
381,Fresno,Hop/Pk,5a162b9b8a6f170c899611d2,36.73312867227708,-119.78712953470928,Fresno,Gastropub,Gastropubs,Gastropub,"{'tier': 3, 'message': 'Expensive', 'currency': '$'}",
382,Fresno,Dutch Bros Coffee,54b58c31498ebacc93c54cca,36.76532302809131,-119.78901919778212,Fresno,Coffee Shop,Coffee Shops,Coffee Shop,"{'tier': 1, 'message': 'Cheap', 'currency': '$'}",8.7
383,Fresno,In-N-Out Burger,4b61440bf964a520790e2ae3,36.70478133051306,-119.77029923579676,Fresno,Burger Joint,Burger Joints,Burgers,"{'tier': 1, 'message': 'Cheap', 'currency': '$'}",9.0
384,Fresno,Wendy's,4b9563fef964a52014a034e3,36.72998062136517,-119.79940921068186,Fresno,Fast Food Restaurant,Fast Food Restaurants,Fast Food,"{'tier': 1, 'message': 'Cheap', 'currency': '$'}",6.6
385,Fresno,Panda Express,4b64c595f964a520f0ce2ae3,36.735367035764746,-119.71913343999711,Fresno,Chinese Restaurant,Chinese Restaurants,Chinese,"{'tier': 1, 'message': 'Cheap', 'currency': '$'}",7.3
386,Fresno,7-Eleven,50cf7d8be4b0bc9a6940e516,36.7382918987348,-119.783555935187,Fresno,Convenience Store,Convenience Stores,Convenience Store,,7.0
387,Fresno,The Cosmopolitan,4bcdf678fb84c9b60bee223e,36.732930425764785,-119.79622302594134,Fresno,Lounge,Lounges,Lounge,"{'tier': 3, 'message': 'Expensive', 'currency': '$'}",8.8
388,Glenn,Sacto Elenaita's,594307c0d8fe7a0f3ac20661,39.5244,-122.196,Willows,Mexican Restaurant,Mexican Restaurants,Mexican,"{'tier': 1, 'message': 'Cheap', 'currency': '$'}",
389,Glenn,Common Ground,4f3239f719836c91c7c2a104,39.524325,-122.194162,Willows,Food,Food,Food,,
390,Glenn,La Competidora Bakery N 3,4f326a1719836c91c7d582ac,39.524811,-122.193934,Willows,Bakery,Bakeries,Bakery,"{'tier': 1, 'message': 'Cheap', 'currency': '$'}",
391,Glenn,La Chalupa,4f3220e219836c91c7b8dabd,39.524239,-122.195435,Willows,Food,Food,Food,,
392,Glenn,Downtown Pizza,4f321e4a19836c91c7b7c3b1,39.524069,-122.195423,Willows,Pizza Place,Pizza Places,Pizza,"{'tier': 1, 'message': 'Cheap', 'currency': '$'}",
393,Glenn,Taco Time,51b7b6d2498e8d03c6131870,39.523332,-122.194287,Willows,Food Truck,Food Trucks,Food Truck,"{'tier': 1, 'message': 'Cheap', 'currency': '$'}",
394,Glenn,El Primo Meat Market,4f32a94319836c91c7ed7319,39.525324,-122.193854,Willows,Food,Food,Food,,
395,Glenn,Papa's Donuts,576c83b5cd1021b4e260ff41,39.5244571,-122.1964719,Willows,Bakery,Bakeries,Bakery,"{'tier': 1, 'message': 'Cheap', 'currency': '$'}",
396,Glenn,Papa Murphy's,4e4d3bd8bd413c4cc66f9d47,39.52381957836939,-122.20716677781141,Willows,Pizza Place,Pizza Places,Pizza,"{'tier': 1, 'message': 'Cheap', 'currency': '$'}",6.9
397,Glenn,Round Table Pizza,4be636b72468c92874370143,39.524412,-122.210057,Willows,Pizza Place,Pizza Places,Pizza,"{'tier': 1, 'message': 'Cheap', 'currency': '$'}",6.7
398,Glenn,Wong's Chinese Restaurant,4c72be738efc3704c6c4137d,39.52520575,-122.21175782,Willows,Chinese Restaurant,Chinese Restaurants,Chinese,"{'tier': 1, 'message': 'Cheap', 'currency': '$'}",
399,Glenn,Nancy's Airport Cafe,4bb55ff42f70c9b680308430,39.523256464622776,-122.21852904519956,Willows,Diner,Diners,Diner,"{'tier': 1, 'message': 'Cheap', 'currency': '$'}",6.8
400,Glenn,Kentucky Fried Chicken,4b915c12f964a52015b633e3,39.522224,-122.21184046,Willows,Fast Food Restaurant,Fast Food Restaurants,Fast Food,"{'tier': 1, 'message': 'Cheap', 'currency': '$'}",5.8
401,Glenn,Subway,4b84864df964a5202d3a31e3,39.52651904557188,-122.2125527594499,Willows,Sandwich Place,Sandwich Places,Sandwiches,"{'tier': 1, 'message': 'Cheap', 'currency': '$'}",6.1
402,Glenn,Burger King,4bcd1da4b6c49c74760d9591,39.52501023979413,-122.21242904663086,Willows,Fast Food Restaurant,Fast Food Restaurants,Fast Food,"{'tier': 1, 'message': 'Cheap', 'currency': '$'}",5.8
403,Glenn,Casa Ramos Mexican Restaurant,4f3299e719836c91c7e7b131,39.52231017694105,-122.21266947496572,Willows,Food,Food,Food,,6.2
404,Glenn,Black Bear Diner,4b8c85a9f964a520f4d432e3,39.52332195719711,-122.21183619568623,Willows,Diner,Diners,Diner,"{'tier': 2, 'message': 'Moderate', 'currency': '$'}",6.0
405,Glenn,Taco Bell,4b6a284df964a520beca2be3,39.52465857663822,-122.21249442086122,Willows,Fast Food Restaurant,Fast Food Restaurants,Fast Food,"{'tier': 1, 'message': 'Cheap', 'currency': '$'}",5.4
406,Glenn,McDonald's,4bedbd4ae24d20a160ea7114,39.522489299367116,-122.21169077236482,Willows,Fast Food Restaurant,Fast Food Restaurants,Fast Food,"{'tier': 1, 'message': 'Cheap', 'currency': '$'}",5.4
407,Glenn,Starbucks,4bde1a206198c9b6ef0313ff,39.5263008558167,-122.21258324628117,Willows,Coffee Shop,Coffee Shops,Coffee Shop,"{'tier': 1, 'message': 'Cheap', 'currency': '$'}",7.2
408,Glenn,Baskin-Robbins,4f32792719836c91c7db3bd6,39.525448,-122.196784,Williams,Ice Cream Shop,Ice Cream Shops,Ice Cream,"{'tier': 1, 'message': 'Cheap', 'currency': '$'}",
409,Glenn,Fu Hing,4bd881f40b779c74b95507a0,39.52029074993977,-122.19391904478817,,Chinese Restaurant,Chinese Restaurants,Chinese,"{'tier': 1, 'message': 'Cheap', 'currency': '$'}",
410,Glenn,Fu Hing Chinese and Japanese Fast Food,4f326db219836c91c7d6e54f,39.52053,-122.193853,Willows,Food,Food,Food,,
411,Glenn,Dona Maria's,4f32866b19836c91c7e04cf7,39.520929,-122.195328,Willows,Food,Food,Food,,
412,Glenn,Willows Roadhouse,58e2fe44fc73d454081e1656,39.514253,-122.194106,Willows,Restaurant,Restaurants,Restaurant,"{'tier': 2, 'message': 'Moderate', 'currency': '$'}",
413,Glenn,Donut Wheel,5b2fb45f724750002c2a4435,39.524505,-122.207257,Willows,Donut Shop,Donut Shops,Donuts,"{'tier': 1, 'message': 'Cheap', 'currency': '$'}",
414,Glenn,Papa Murphys Take N Bake,4f325bec19836c91c7d000cb,39.52422,-122.207032,Willows,Pizza Place,Pizza Places,Pizza,"{'tier': 1, 'message': 'Cheap', 'currency': '$'}",
415,Glenn,Francos Restaurant,4f32b6bc19836c91c7f2755a,39.514004,-122.193848,Willows,Food,Food,Food,,
416,Glenn,Broaster Deli,4dc34829d164eb9c9fb9601c,39.4935,-122.195479,Willows,Fried Chicken Joint,Fried Chicken Joints,Fried Chicken,"{'tier': 1, 'message': 'Cheap', 'currency': '$'}",
417,Glenn,La Cascada Restaurant,4f325df519836c91c7d0cd5c,39.525093,-122.212082,Willows,Food,Food,Food,,
418,Glenn,La Cascada Mexican Resteraunt,4c7171d99375a0937fd70937,39.525387,-122.2118,Willows,Mexican Restaurant,Mexican Restaurants,Mexican,"{'tier': 1, 'message': 'Cheap', 'currency': '$'}",
419,Glenn,Santa Fe Connection,4f32933f19836c91c7e52b3d,39.522123,-122.212255,Willows,Food,Food,Food,,
420,Glenn,Walmart Bakery,5a9ef91c7918714a8c1917e3,39.525898,-122.21772,Willows,Bakery,Bakeries,Bakery,"{'tier': 1, 'message': 'Cheap', 'currency': '$'}",
421,Glenn,KFC,4e4e17bbbd4101d0d7a202a1,39.57298892879299,-122.19473930953257,Willows,Fast Food Restaurant,Fast Food Restaurants,Fast Food,"{'tier': 1, 'message': 'Cheap', 'currency': '$'}",5.8
422,Humboldt,Banana Hut,4bee0127767dc9b683e0d3e9,40.80226444275664,-124.16441152130798,Eureka,Restaurant,Restaurants,Restaurant,"{'tier': 2, 'message': 'Moderate', 'currency': '$'}",6.7
423,Humboldt,Lost Coast Brewery,4ad14516f964a520ccdd20e3,40.80309656462626,-124.1645747510302,Eureka,Brewery,Breweries,Brewery,"{'tier': 2, 'message': 'Moderate', 'currency': '$'}",8.2
424,Humboldt,Live From New York Pizza,4ec95324754a9223200dcc92,40.8009516046501,-124.16592877487085,Eureka,Pizza Place,Pizza Places,Pizza,"{'tier': 2, 'message': 'Moderate', 'currency': '$'}",7.3
425,Humboldt,Surfside Burger Shack,4bfd7a0783bbd13af30263c5,40.801939474091796,-124.16647091078681,Eureka,Burger Joint,Burger Joints,Burgers,"{'tier': 1, 'message': 'Cheap', 'currency': '$'}",7.5
426,Humboldt,Because Coffee,53e81c9c498ee825dbf8ee13,40.80343688156836,-124.16632902187669,Eureka,Coffee Shop,Coffee Shops,Coffee Shop,"{'tier': 1, 'message': 'Cheap', 'currency': '$'}",
427,Humboldt,Five Eleven,509b3cb8e4b088fdfc3762d8,40.80463231116069,-124.1662351810632,Eureka,American Restaurant,American Restaurants,American,"{'tier': 3, 'message': 'Expensive', 'currency': '$'}",6.6
428,Humboldt,Mazzotti's,4c0afc79009a0f47de76eabf,40.8034674099116,-124.16625806205076,Eureka,Italian Restaurant,Italian Restaurants,Italian,"{'tier': 2, 'message': 'Moderate', 'currency': '$'}",6.9
429,Humboldt,Sixth & E Street Neighboorhood Eatery,56480498498e2e7659441e36,40.80093594529614,-124.16667976948474,Eureka,Burger Joint,Burger Joints,Burgers,"{'tier': 1, 'message': 'Cheap', 'currency': '$'}",
430,Humboldt,Starbucks,4bb4f5a029269c743ce1ca92,40.80157182855808,-124.16718672219287,Eureka,Coffee Shop,Coffee Shops,Coffee Shop,"{'tier': 1, 'message': 'Cheap', 'currency': '$'}",7.2
431,Humboldt,Dulce Bistro,5b61f61767e5f20039c17494,40.800346,-124.16622,Eureka,Bistro,Bistros,Bistro,,
432,Humboldt,Humboldt Smokehouse,51f6bc0e498e8f05f5595fed,40.8015822322282,-124.16767002557826,Eureka,BBQ Joint,BBQ Joints,BBQ,"{'tier': 2, 'message': 'Moderate', 'currency': '$'}",8.1
433,Humboldt,Raliberto's Taco Shop,578c39a8498eeeaf2fe32a17,40.803576,-124.159215,Eureka,Taco Place,Taco Places,Tacos,"{'tier': 1, 'message': 'Cheap', 'currency': '$'}",
434,Humboldt,The Sea Grill,4c0d9e19b1b676b0e8eee086,40.80320894327359,-124.16763706948508,Eureka,Seafood Restaurant,Seafood Restaurants,Seafood,"{'tier': 3, 'message': 'Expensive', 'currency': '$'}",7.5
435,Humboldt,Ramone's Bakery & Cafe,4b3c1efaf964a520008225e3,40.787217501334865,-124.13951656426195,Eureka,Bakery,Bakeries,Bakery,"{'tier': 1, 'message': 'Cheap', 'currency': '$'}",7.8
436,Humboldt,The Madrone Brick Fire Pizza & Taphouse,5b38411a60255e002ce084e3,40.803649,-124.167192,Eureka,Pizza Place,Pizza Places,Pizza,"{'tier': 1, 'message': 'Cheap', 'currency': '$'}",
437,Humboldt,Old Town Coffee & Chocolates,4bd3b2d0b221c9b66a76dad0,40.804347,-124.166589,Eureka,Café,Cafés,Café,"{'tier': 2, 'message': 'Moderate', 'currency': '$'}",7.7
438,Humboldt,Restaurant 301,4c7bd87bbd346dcba859fcef,40.80436801165421,-124.15968932712424,Eureka,New American Restaurant,New American Restaurants,New American,"{'tier': 3, 'message': 'Expensive', 'currency': '$'}",
439,Humboldt,Carter House Inn,4ac56c63f964a520fbb120e3,40.80433431589155,-124.15967757779866,Eureka,Bed & Breakfast,Bed & Breakfasts,B & B,,7.3
440,Humboldt,Babe's Pizza,4d0a81e99a4437041defb367,40.769430505919274,-124.14273276177181,Eureka,Pizza Place,Pizza Places,Pizza,"{'tier': 1, 'message': 'Cheap', 'currency': '$'}",7.3
441,Humboldt,Shamus T Bones,4f907918e4b0675701e47272,40.77583770164477,-124.19304207014854,Eureka,Steakhouse,Steakhouses,Steakhouse,"{'tier': 4, 'message': 'Very Expensive', 'currency': '$'}",7.3
442,Humboldt,Chapala Cafe,4be2c3782ff376b061374fed,40.80408040865583,-124.16964343644476,Eureka,Mexican Restaurant,Mexican Restaurants,Mexican,"{'tier': 2, 'message': 'Moderate', 'currency': '$'}",7.2
443,Humboldt,Humboldt Bay Bistro,5712f1c1498e9fcbf9aca80a,40.806145,-124.15607,Eureka,New American Restaurant,New American Restaurants,New American,"{'tier': 3, 'message': 'Expensive', 'currency': '$'}",
444,Humboldt,Gallagher's Irish Pub,4b9d4392f964a520419e36e3,40.804098037875725,-124.16987174526253,Eureka,Irish Pub,Irish Pubs,Irish,"{'tier': 3, 'message': 'Expensive', 'currency': '$'}",6.5
445,Humboldt,Sammy's BBQ & Catering,584c76c1abc6d6247fe68f81,40.803886,-124.15426,Eureka,Hawaiian Restaurant,Hawaiian Restaurants,Hawaiian,,
446,Humboldt,Cafe Marina,4bb3a2e414cfd13abb5416ab,40.80825265711417,-124.16282573336841,Eureka,American Restaurant,American Restaurants,American,"{'tier': 2, 'message': 'Moderate', 'currency': '$'}",7.3
447,Humboldt,Living the Dream Ice Cream,512551cfe4b0f6eb78567a8a,40.805630085542376,-124.16679746979189,Eureka,Ice Cream Shop,Ice Cream Shops,Ice Cream,"{'tier': 1, 'message': 'Cheap', 'currency': '$'}",8.1
448,Humboldt,Los Bagels,4b47bfacf964a520083d26e3,40.804369170351706,-124.16759717217079,Eureka,Bagel Shop,Bagel Shops,Bagels,"{'tier': 1, 'message': 'Cheap', 'currency': '$'}",8.4
449,Humboldt,Luis's Mexican Food,56d2459acd10a69f3ce3c29f,40.800445,-124.148204,Eureka,Mexican Restaurant,Mexican Restaurants,Mexican,"{'tier': 1, 'message': 'Cheap', 'currency': '$'}",
450,Humboldt,Speedy Taco,4ce469fff5f9236ad95d8561,40.79245960136448,-124.17758504581724,Eureka,Food Truck,Food Trucks,Food Truck,"{'tier': 1, 'message': 'Cheap', 'currency': '$'}",7.3
451,Humboldt,Denny's,4bdcf5abedf50f476bdbc834,40.801266,-124.1694015,Eureka,Diner,Diners,Diner,"{'tier': 1, 'message': 'Cheap', 'currency': '$'}",5.7
452,Humboldt,Happy Donuts,4b78f198f964a520fae62ee3,40.78169999195061,-124.18070350892134,Eureka,Donut Shop,Donut Shops,Donuts,"{'tier': 1, 'message': 'Cheap', 'currency': '$'}",
453,Humboldt,Cafe Waterfront,4c33dcde6f1fef3b41a9ec3d,40.8051663500742,-124.16689001777505,Eureka,Seafood Restaurant,Seafood Restaurants,Seafood,"{'tier': 2, 'message': 'Moderate', 'currency': '$'}",8.4
454,Humboldt,Jack's Seafood,55c50b94498ea676c7f290ca,40.805450439453125,-124.17041778564453,Eureka,Seafood Restaurant,Seafood Restaurants,Seafood,"{'tier': 3, 'message': 'Expensive', 'currency': '$'}",8.1
455,Humboldt,McDonald's,4bf014da3a002d7f13a385a4,40.804449,-124.152767,Eureka,Fast Food Restaurant,Fast Food Restaurants,Fast Food,"{'tier': 1, 'message': 'Cheap', 'currency': '$'}",6.0
456,Humboldt,Taco Bell,4c2accdbb34ad13a36e6e8ce,40.780617183681855,-124.18572593100794,Eureka,Fast Food Restaurant,Fast Food Restaurants,Fast Food,"{'tier': 1, 'message': 'Cheap', 'currency': '$'}",6.2
457,Humboldt,Wendy's,4b9840a7f964a520653735e3,40.800152,-124.17474,Eureka,Fast Food Restaurant,Fast Food Restaurants,Fast Food,"{'tier': 1, 'message': 'Cheap', 'currency': '$'}",7.1
458,Humboldt,Oaxaca Grill,4bf1df19d39ad13afdc6aa0e,40.78270966,-124.16327476501465,Eureka,Mexican Restaurant,Mexican Restaurants,Mexican,"{'tier': 1, 'message': 'Cheap', 'currency': '$'}",
459,Humboldt,the Green Lily,565222e2498ee09c2f8524d7,40.80422934767494,-124.16849104991748,Eureka,Breakfast Spot,Breakfast Spots,Breakfast,"{'tier': 1, 'message': 'Cheap', 'currency': '$'}",8.3
460,Humboldt,Adel's,4c48bc211b430f47ef5f98c2,40.791754657462526,-124.17843361632403,Eureka,Diner,Diners,Diner,"{'tier': 2, 'message': 'Moderate', 'currency': '$'}",6.8
461,Humboldt,Fresh Freeze Drive-In,4bbf998ef8219c746e43b010,40.780725326659265,-124.16328142555251,Eureka,Ice Cream Shop,Ice Cream Shops,Ice Cream,"{'tier': 1, 'message': 'Cheap', 'currency': '$'}",7.3
462,Humboldt,Dutch Bros. Coffee,4bb0c106f964a520045a3ce3,40.80333540950116,-124.15763992156256,Eureka,Coffee Shop,Coffee Shops,Coffee Shop,"{'tier': 1, 'message': 'Cheap', 'currency': '$'}",8.1
463,Humboldt,Brick & Fire,4bf439a6e5eba59360681f90,40.792352701072566,-124.16387156414248,Eureka,Pizza Place,Pizza Places,Pizza,"{'tier': 3, 'message': 'Expensive', 'currency': '$'}",8.1
464,Humboldt,Bayshore Mall,4bbfaaff920eb713d5c0172c,40.77905012923681,-124.18987842218758,Eureka,Shopping Mall,Shopping Malls,Mall,,5.3
465,Humboldt,Applebee's Grill + Bar,4b5217c6f964a5202f6727e3,40.78218653,-124.1845533,Eureka,Restaurant,Restaurants,Restaurant,"{'tier': 2, 'message': 'Moderate', 'currency': '$'}",5.9
466,Humboldt,Dutch Brothers Coffee,4bdcb0e12a3a0f47e7f7b3b6,40.796388360740394,-124.1757871605123,Eureka,Coffee Shop,Coffee Shops,Coffee Shop,"{'tier': 1, 'message': 'Cheap', 'currency': '$'}",8.6
467,Humboldt,Cafe Nooner Too,50fb083ce4b02c5dfa3ed044,40.781397690856586,-124.16489763048746,Eureka,Mediterranean Restaurant,Mediterranean Restaurants,Mediterranean,"{'tier': 2, 'message': 'Moderate', 'currency': '$'}",7.3
468,Humboldt,Golden Harvest Cafe,4bbb7f06c585a5939c50b6b7,40.77306080457491,-124.19108384175115,Eureka,Breakfast Spot,Breakfast Spots,Breakfast,"{'tier': 1, 'message': 'Cheap', 'currency': '$'}",7.9
469,Humboldt,The Chalet House Of Omelettes,4bf06bebb315c9b6b5fb92ff,40.80410453511777,-124.15068002485776,Eureka,Breakfast Spot,Breakfast Spots,Breakfast,"{'tier': 1, 'message': 'Cheap', 'currency': '$'}",7.8
470,Imperial,The Court Room Bourbons & Grill,534442da498e2cc37bd08dfe,32.792654,-115.562449,El Centro,American Restaurant,American Restaurants,American,"{'tier': 2, 'message': 'Moderate', 'currency': '$'}",7.1
471,Imperial,Church's Chicken,4de3145145dd180ae556c3a5,32.796243134819065,-115.57006061083479,El Centro,Fried Chicken Joint,Fried Chicken Joints,Fried Chicken,"{'tier': 1, 'message': 'Cheap', 'currency': '$'}",6.6
472,Imperial,State Street Coffee House,55da9949498efc34b5faa5dc,32.79165974340462,-115.57492854568744,El Centro,Coffee Shop,Coffee Shops,Coffee Shop,"{'tier': 1, 'message': 'Cheap', 'currency': '$'}",
473,Imperial,Little Caesars Pizza,4c41227ecc410f47edd7aa61,32.79074304002805,-115.57013533409666,El Centro,Pizza Place,Pizza Places,Pizza,"{'tier': 1, 'message': 'Cheap', 'currency': '$'}",6.8
474,Imperial,In-N-Out Burger,4b6769bbf964a520624d2be3,32.77148523920944,-115.55264442048944,El Centro,Burger Joint,Burger Joints,Burgers,"{'tier': 2, 'message': 'Moderate', 'currency': '$'}",9.2
475,Imperial,Carl's Jr.,4bb0f7c2f964a520af6e3ce3,32.77463485518582,-115.55177550233026,El Centro,Fast Food Restaurant,Fast Food Restaurants,Fast Food,"{'tier': 1, 'message': 'Cheap', 'currency': '$'}",6.3
476,Imperial,Carino's Italian Grill,4bb3974a42959c744329222c,32.76472716436694,-115.53440578612285,El Centro,Italian Restaurant,Italian Restaurants,Italian,"{'tier': 4, 'message': 'Very Expensive', 'currency': '$'}",8.0
477,Imperial,Sobes,4bf331b094af2d7f65413972,32.78175674159051,-115.55078405833784,El Centro,Mexican Restaurant,Mexican Restaurants,Mexican,"{'tier': 1, 'message': 'Cheap', 'currency': '$'}",6.9
478,Imperial,KFC,4c1e926ffcf8c9b6637dad0b,32.77750338970332,-115.56921700924451,El Centro,Fast Food Restaurant,Fast Food Restaurants,Fast Food,"{'tier': 1, 'message': 'Cheap', 'currency': '$'}",6.1
479,Imperial,Wendy's,4c1d6e64b306c9281b9f65b7,32.7987883,-115.5703487,El Centro,Fast Food Restaurant,Fast Food Restaurants,Fast Food,"{'tier': 1, 'message': 'Cheap', 'currency': '$'}",7.9
480,Imperial,Original Hamburger Stand,4baab528f964a52080813ae3,32.78566009073737,-115.56930904270772,El Centro,Fast Food Restaurant,Fast Food Restaurants,Fast Food,"{'tier': 1, 'message': 'Cheap', 'currency': '$'}",6.7
481,Imperial,Sizzler,4bacf693f964a520c01e3be3,32.79862100833155,-115.56966823272495,El Centro,Steakhouse,Steakhouses,Steakhouse,"{'tier': 1, 'message': 'Cheap', 'currency': '$'}",7.8
482,Imperial,Donut Palace,4c7df0a6d654370471f9c1a2,32.79188890229863,-115.56964498041845,El Centro,Donut Shop,Donut Shops,Donuts,"{'tier': 1, 'message': 'Cheap', 'currency': '$'}",6.2
483,Imperial,Food Court,4c390f3c18e72d7f199919f5,32.7619692908813,-115.52994835379458,El Centro,Food Court,Food Courts,Food Court,,6.5
484,Imperial,Famous Dave's,4c1293fea9c220a1a63e549d,32.765428771104524,-115.53439634814653,El Centro,Southern / Soul Food Restaurant,Southern / Soul Food Restaurants,Southern / Soul,"{'tier': 2, 'message': 'Moderate', 'currency': '$'}",8.5
485,Imperial,Farmer Boys,4c8eab9f1664b1f7984ea22f,32.81492737958752,-115.57115635505437,El Centro,Fast Food Restaurant,Fast Food Restaurants,Fast Food,"{'tier': 2, 'message': 'Moderate', 'currency': '$'}",7.2
486,Imperial,Chili's Grill & Bar,4c34d3cf225403bb635567cd,32.76382630695953,-115.53443114636059,El Centro,Tex-Mex Restaurant,Tex-Mex Restaurants,Tex-Mex,"{'tier': 2, 'message': 'Moderate', 'currency': '$'}",6.3
487,Imperial,El Pollo Loco,4b9d3277f964a520759836e3,32.806012,-115.569375,El Centro,Fast Food Restaurant,Fast Food Restaurants,Fast Food,"{'tier': 1, 'message': 'Cheap', 'currency': '$'}",8.3
